id	filename	md5	size	state
048e5e34-ab11-43d6-9788-771502d99152	79c1a9c6-a12e-4e12-8acd-52a8ea0f9dea.htseq.counts.gz	637947a0bd99be3b33bc2a549a51a3f5	254924	live
048f2967-e1e6-43c4-831f-178df5ddf660	26bfd2ed-0d81-48ae-afd5-cf61b249bc14.htseq.counts.gz	395fcfac97ac5b6a330a8d8a44be1bfb	251954	live
057608d7-9432-4126-9f9b-cf2c80eca6fe	e7f4d11c-520d-4682-aa1b-5cf821a49c2c.htseq.counts.gz	0c23f00496dee214cfdce0d3012bed86	255708	live
06024e67-5afb-4bd7-98af-1a5ef7abd554	3a04fb30-378c-48a0-a02e-85cf81b31b43.htseq.counts.gz	bb66f1f847107d7d2ad310e6fa720712	255526	live
06072d2c-78fd-4d11-a9be-e36673a89324	4dced115-7653-470d-b341-be1a447175db.htseq.counts.gz	c33769c1901301a3feaa28ec0774639d	254644	live
06121c5e-79a2-404a-9ee5-b6f87ba53bfe	4dcd18d6-b7b2-4a92-bcbe-361c7278e84e.htseq.counts.gz	80fca0408e46429e077234c8cd33d721	253701	live
0645ee3f-a0d8-4959-b674-3d5a10067c5f	fd3c752c-4a40-4ae9-bfb0-b0315eca3d1d.htseq.counts.gz	989969853d2d3010deb3ceffef134fcb	253626	live
0663f144-913f-41f5-a382-6334e1a06942	9bfd1930-f3c9-48f2-8b02-4d01b70b4ea0.htseq.counts.gz	2f32f49526b14e637aaaa3b568c2157b	250770	live
06969b01-94f7-47c7-a9a7-97233c1eaced	dff9d818-892a-4695-b04b-857906906d26.htseq.counts.gz	75dcf7f35304759dd6f750d1faf1b98a	254249	live
06d40347-b388-4293-ae71-db446e5a7b75	ff41537c-7cf5-4899-86b0-e1b2a2b7d463.htseq.counts.gz	a670d2da8cf9d502e8d5d417b1f56780	254804	live
074f7b7c-0c38-41f3-a1bc-5fa4e4610b1e	5018e9b3-06a9-47f9-b6c9-73d6dbaf188c.htseq.counts.gz	12f13809da70e60d288edb763a657b14	251585	live
075ddebb-e1b1-4c59-83f4-bbc7e5f499a0	e26f2b4a-ca55-4a0c-b8e7-4f1e21aa6dae.htseq.counts.gz	5370594188550e1f96c2c90691f32eb3	248350	live
0767ce65-90d9-430d-9a7f-842a9a262de0	462312a9-821f-4049-9712-b937358a60ce.htseq.counts.gz	6c10b3b4a65cbb0709b4c9ba06599049	254107	live
078f7608-b8f7-4827-b752-adfed6064922	e29ce54a-49a1-47a8-82fd-7687cec0d1bb.htseq.counts.gz	b7aa3478b5a7026b1d5a75970e4f8663	256217	live
07e2a9de-5dfb-42ac-a447-d901ac4656a8	56451515-b448-4c8f-837a-8a78ac630d8d.htseq.counts.gz	1e97b1be2962edf2d35029a01491f3f8	259809	live
07f821fa-5e4c-486f-a1ea-e32375219bd0	b4824c2d-fed2-4fad-bf6f-797119546006.htseq.counts.gz	25306be762149818b25865c66610d869	250109	live
0854ea35-b5c8-4fc6-9258-c130f452aaec	e8201ee9-2e0a-4a8e-bc99-6e2482da919d.htseq.counts.gz	d27f2b3f1899be94bf84baf5b910f58c	253846	live
0897a662-e35f-4a00-a75a-0321b8b2aa1c	e8816445-8476-4bdd-8f13-bb7f6d755b93.htseq.counts.gz	84500eba4a73c7964c99cc63ae2f115c	254223	live
090ef836-5058-4ac6-9a19-ba50d137e842	6632e6de-5170-4096-a298-078b6bfd3760.htseq.counts.gz	2ab199f43dc288f7af07c07a9f85516e	253805	live
091a502c-544e-421b-8024-62a4807cccf5	54a62dcd-c9a6-4a97-85c9-62e364766fca.htseq.counts.gz	c4beca6838ff9edb43505a11e6547898	255703	live
096b3ec2-4f1c-40da-927d-85dd84793ae2	98591c77-f3ae-47ba-94ea-a15cff8a2102.htseq.counts.gz	811e1aab3f1a0b8ca42dd3cc70a0e3b3	253069	live
09afbc2c-43e3-40f5-aaaa-571de6f35449	4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.htseq.counts.gz	7845f6bc7a86204fb1fca9d6c8c473ec	257302	live
09bb8127-df83-47c1-bbc3-94ee17f860f3	e3a6fb76-0374-4823-91ec-7caaad95f1b9.htseq.counts.gz	a72057c4a47106a31bb28830002673f6	253001	live
